"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AENJPLPP_01983",4281.78987344581,-0.0834129205909382,0.0676046066261138,-1.23383486353603,0.217264445310794,0.253678454188064
"AENJPLPP_01984",705.639072512172,0.833846957886115,0.0855809270420604,9.74337374817527,1.9690624631043e-22,4.81841167441993e-22
"AENJPLPP_01985",1685.14640750107,1.82977844296525,0.0729034950950936,25.0986381459288,5.14653358834818e-139,4.07247440469291e-138
"AENJPLPP_01986",1226.2230956449,0.295793449323674,0.0754402686238421,3.92089602435736,8.82203244275903e-05,0.000135351730628632
"AENJPLPP_01987",69.7338970435076,-0.18941410036873,0.214129252963844,-0.884578345774704,0.376384089976916,0.421712377842547
"AENJPLPP_01988",193.377494457601,-0.584734793368236,0.138518910928565,-4.22133548010486,2.42859175988225e-05,3.82273470528493e-05
"AENJPLPP_01989",564.995728889778,-0.161760724520687,0.111196957415974,-1.45472257766514,0.145746079498219,0.174727288389796
"AENJPLPP_01990",1015.56274098688,-0.957626454185507,0.0868592089330334,-11.0250423178942,2.89382365036955e-28,7.78818342872101e-28
"AENJPLPP_01991",4155.52811855249,-0.100245412727284,0.0645847956440832,-1.55215189159568,0.120625884088017,0.146055124517383
"AENJPLPP_01992",965.363746371577,0.184889967468716,0.0770397085802017,2.39993077435175,0.0163981726585233,0.0216559994474467
"AENJPLPP_01993",1626.82489188416,-0.0294153734156674,0.0762121115726367,-0.385967175146853,0.699520979173163,0.733527220508553
"AENJPLPP_01994",132.547305495412,-1.04347143466469,0.176114003992065,-5.92497706605831,3.12340977155597e-09,5.64579097130415e-09
"AENJPLPP_01995",2756.8950611027,-1.28104891858248,0.0644922428387115,-19.8636124624516,8.40425962570232e-88,4.5153512970563e-87
"AENJPLPP_01996",3552.78237875921,-0.592370195478802,0.0602372199686406,-9.83395641079035,8.03967904499764e-23,1.98234931236521e-22
"AENJPLPP_01997",2181.56956845728,-0.462722799191947,0.0670701144870608,-6.89909064164809,5.23364713894259e-12,1.01942344271577e-11
